Symbol,NSAF_SpC_ratio,hESC_Ln_NSAF,hNSC_Ln_NSAF,t_test_p,color
A1CF,1.417909236,-12.9662978,-13.31548121,,gray
A2LD1,0.309663774,-12.20711119,-11.03484302,,gray
A2M,1.560609251,-14.01030961,-14.4553859,,gray
A2ML1,0.619327896,-14.45874561,-13.97962518,,gray
AAAS,1.291577156,-9.405637162,-9.661501235,0.041918321,green
AACS,1.33430321,-9.844654871,-10.13306409,0.277176642,gray
AAGAB,0.576904425,-10.43822217,-9.888143503,0.491248168,gray
AAK1,2.247147036,-10.16357219,-10.97323362,0.045567178,red
AAMP,1.852424948,-9.127388309,-9.743883872,0.0877927,gray
AARS,1.329074534,-7.538134839,-7.8226177,0.0013094,green
AARS2,0.706696971,-10.32809862,-9.9809453,0.108539148,gray
AARSD1,1.029979798,-9.683601155,-9.713140344,0.896895057,gray
AASDH,0.390152147,-14.1779186,-13.23670011,,gray
AASDHPPT,0.597226606,-8.825440748,-8.309982085,0.070608261,gray
AASS,1.475830278,-7.31947832,-7.708699051,0.007933665,green
AATK,0.780305009,-14.40215361,-14.15408321,,gray
ABCA1,1.330185571,-13.24931284,-13.5346313,,gray
ABCA10,1.238656992,-14.28710709,-14.50113482,,gray
ABCA12,0.84055809,-14.04020605,-13.86651684,,gray
ABCA13,0.387996992,-13.94834963,-13.00159194,0.423171226,gray
ABCA17P,1.238657736,-13.74912761,-13.96315593,,gray
ABCA2,1.130291454,-13.66430647,-13.78678199,,gray
ABCA4,0.983122706,-14.07722566,-14.06020432,,gray
ABCA6,0.780305429,-14.29411975,-14.04604989,,gray
ABCA9,0.689054745,-13.87617115,-13.50373659,,gray
ABCB4,0.780304674,-14.33596525,-14.08789442,,gray
ABCB6,3.121225291,-12.7572055,-13.89543115,,gray
ABCB7,0.643096311,-10.2307504,-9.789289621,0.357488452,gray
ABCB8,0.513274272,-13.77654275,-13.10959781,,gray
ABCB9,1.560610416,-13.35575514,-13.80083217,,gray
ABCC1,0.614118765,-10.78280379,-10.29523684,0.002000231,green
ABCC11,0.983122253,-13.71481099,-13.69778919,,gray
ABCC12,1.04850639,-14.09573877,-14.14310543,,gray
ABCC2,0.619328496,-14.51945003,-14.04033057,,gray
ABCC4,0.180841867,-13.64792902,-11.93779673,0.022604389,blue
ABCC5,1.560610765,-13.9848867,-14.42996396,,gray
ABCC8,2.985333813,-12.7392357,-13.83294727,,gray
ABCC9,3.215855371,-12.18167581,-13.34976919,0.224482797,gray
ABCD1,2.250789873,-12.26860748,-13.07988869,0.215596283,gray
ABCD3,8.179924203,-11.35341378,-13.45509667,0.003894695,red
ABCD4,3.572907675,-12.2931504,-13.56653014,,gray
ABCE1,1.32969167,-7.909809252,-8.194756341,0.045171837,green
ABCF1,0.969433665,-8.232469119,-8.20142589,0.536105253,gray
ABCF2,1.491541085,-8.99715673,-9.396966601,0.004452417,green
ABCF3,1.986863162,-9.465714705,-10.1522718,0.009662188,green
ABCG2,1.560611381,-13.19920804,-13.64428569,,gray
ABHD10,0.621446754,-9.178397512,-8.702692468,0.065718614,gray
ABHD11,0.261475083,-11.54294979,-10.2015335,0.001007466,blue
ABHD12,0.902915986,-9.291721758,-9.189595989,0.65837293,gray
ABHD14B,4.28562887,-10.58939351,-12.04466081,0.060168219,gray
ABHD2,2.316381289,-12.37173424,-13.21174042,,gray
ABHD5,1.97355237,-10.91208435,-11.5919195,0.319527248,gray
ABHD6,0.169429459,-12.9967547,-11.22143608,0.007795449,blue
ABI1,0.839208342,-11.01445177,-10.83915549,0.790170949,gray
ABI2,0.537219497,-9.993319918,-9.371971397,0.046476445,green
ABI3,1.966245412,-12.36962814,-13.04575398,,gray
ABL1,0.820253546,-11.03408936,-10.83594758,0.461147612,gray
ABL2,0.67847,-11.9015353,-11.51362028,0.521611242,gray
ABLIM1,1.012681581,-11.63371071,-11.64631255,0.986471228,gray
ABR,0.509820628,-11.62037387,-10.94667754,0.109832816,gray
ABRA,0.780306,-13.11946838,-12.87139925,,gray
ABT1,0.780305716,-12.78247159,-12.5344021,,gray
ABTB1,0.966408206,-13.01359071,-12.97942175,,gray
ACAA1,7.23557822,-8.733409509,-10.71241979,0.001507605,red
ACAA2,1.257601068,-7.479136228,-7.708342221,0.334126828,gray
ACACA,1.086150938,-9.202600728,-9.285240925,0.312789238,gray
ACACB,1.020160556,-12.42010923,-12.44006925,0.946060284,gray
ACAD10,0.411640459,-12.73715358,-11.8495486,0.377366847,gray
ACAD11,0.597286673,-13.60491691,-13.08955881,,gray
ACAD8,0.887349249,-10.04229314,-9.922776508,0.603675619,gray
ACAD9,0.641003146,-9.96041126,-9.515690346,0.346260922,gray
ACADM,1.315075451,-8.503593687,-8.777487728,0.191726686,gray
ACADS,0.519400819,-11.95891863,-11.30383923,0.408518562,gray
ACADSB,0.197252755,-10.70880749,-9.085538135,0.005058061,blue
ACADVL,0.620241443,-8.714710452,-8.237063999,0.027511607,green
ACAP1,0.983122706,-13.55227323,-13.53525189,,gray
ACAP2,0.907183356,-10.52251395,-10.42510326,0.639113786,gray
ACAT1,1.344335934,-8.449456049,-8.74535621,0.041259208,green
ACAT2,0.634144933,-8.018091553,-7.562613803,0.020276798,green
ACBD3,1.103041735,-9.365030579,-9.463102156,0.727529684,gray
ACBD5,1.839269322,-11.00379812,-11.61316651,0.205806123,gray
ACBD6,3.408296061,-9.687691648,-10.91390413,0.077582208,gray
ACBD7,0.106199225,-10.22845477,-7.986016303,0.012766666,blue
ACCN3,1.560610018,-13.01168363,-13.45676041,,gray
ACD,3.572904812,-11.72312273,-12.99650167,0.036060964,red
ACIN1,0.385584163,-10.32984874,-9.376852948,0.050974136,gray
ACLY,1.336921205,-7.489625656,-7.779995018,0.0053079,green
ACO1,0.622464605,-9.305859092,-8.83179058,0.003164126,green
ACO2,0.909577906,-8.38554177,-8.290767143,0.382817287,gray
ACOT11,1.238657994,-13.35415129,-13.56817982,,gray
ACOT13,1.292764321,-8.133470272,-8.390253082,0.297191329,gray
ACOT2,0.681658846,-12.66354077,-12.2803148,,gray
ACOT7,1.293167234,-7.538144072,-7.795238502,0.067687366,gray
ACOT8,3.200975436,-11.76138506,-12.92484065,,gray
ACOT9,1.250850188,-8.709421318,-8.933244788,0.233936439,gray
ACOX1,4.089954973,-11.31916094,-12.7276949,0.12512422,gray
ACOX3,0.780305373,-13.72775202,-13.47968209,,gray
ACP1,0.95383831,-7.601459757,-7.554198649,0.788350603,gray
ACP2,0.144424388,-12.3443595,-10.40936032,0.094195828,gray
ACP6,0.40322816,-12.27335625,-11.36510352,0.154151508,gray
ACPL2,0.780306257,-13.35045499,-13.10238619,,gray
ACSF2,0.315257626,-13.4070912,-12.25272609,,gray
ACSF3,0.438755197,-11.91543697,-11.09162331,0.070478842,gray
ACSL1,4.954627391,-12.10754841,-13.70787038,,gray
ACSL3,1.220760419,-8.621235821,-8.82070978,0.301975804,gray
ACSL4,2.241164309,-9.10352606,-9.910521572,0.011072925,red
ACSM2B,1.238656515,-13.30346582,-13.51749316,,gray
ACSM4,1.238657471,-13.3086507,-13.52267881,,gray
ACSS2,0.309664248,-13.05440803,-11.88214139,0.143801402,gray
ACSS3,0.158163009,-11.84003471,-9.995905637,0.00234503,blue
ACTA1,2.619856757,-8.899077084,-9.862196728,,gray
ACTA2,0.614270189,-9.640293046,-9.152972647,,gray
ACTB,0.78194657,-4.394533401,-4.148564535,0.340966756,gray
ACTBL2,1.886153657,-6.316740583,-6.951280237,0.484559869,gray
ACTC1,391.5869201,-7.121688386,-13.0918959,0.005689019,red
ACTG1,23.4044577,-8.147272456,-11.30019896,,gray
ACTL6A,0.708076713,-9.443644788,-9.098441949,0.035277837,green
ACTN1,1.347736669,-7.316532371,-7.614959015,0.026357219,green
ACTN2,1.527944604,-10.36649443,-10.79041787,0.311138693,gray
ACTN3,0.076914274,-12.43339676,-9.868332952,0.003160537,blue
ACTN4,1.955412515,-7.133280248,-7.803881424,0.003525283,green
ACTR10,0.403683099,-10.58969664,-9.682571528,0.034565884,blue
ACTR1A,0.800021072,-7.898755837,-7.675638626,0.023969905,green
ACTR1B,0.305764201,-10.87280658,-9.687865521,0.015515268,blue
ACTR2,1.107093626,-8.032044426,-8.133782653,0.517820389,gray
ACTR3,0.968490905,-7.641089201,-7.609073014,0.708357972,gray
ACTR3B,0.60583739,-12.51058411,-12.00944045,,gray
ACTR5,1.238657994,-13.12310142,-13.33712995,,gray
ACTR6,1.58949903,-12.21554565,-12.67896454,,gray
ACTR8,1.186650511,-12.89135216,-13.0624868,,gray
ACVR1,1.29503593,-13.1335606,-13.39209904,,gray
ACVR2B,0.780305808,-13.4149962,-13.16692682,,gray
ACVRL1,1.867765907,-12.08980359,-12.7145466,,gray
ACY1,1.257767557,-9.189140121,-9.41847849,0.333689106,gray
ACYP1,0.327203402,-9.386921151,-8.269747875,0.013025124,blue
ADA,0.345314669,-10.69464278,-9.631343582,0.100653756,gray
ADAD2,1.334302796,-13.37102848,-13.65943739,,gray
ADAM10,0.594740835,-9.520683749,-9.001054209,0.009748611,green
ADAM17,0.154383045,-12.71390876,-10.8455903,0.067033939,gray
ADAM9,3.160625314,-11.7099795,-12.86074939,0.213092907,gray
ADAMTS1,3.36224103,-12.82124168,-14.0338494,,gray
ADAMTS12,1.722045498,-13.7590911,-14.30260393,,gray
ADAMTS14,1.238657498,-14.05713557,-14.2711637,,gray
ADAMTS19,1.125394564,-13.44426359,-13.56239729,,gray
ADAMTS4,0.619328323,-13.90649543,-13.42737569,,gray
ADAMTS8,0.619328306,-13.99887005,-13.51975028,,gray
ADAMTSL3,0.983122706,-14.37869847,-14.36167713,,gray
ADAR,0.738980011,-9.780262636,-9.477778229,0.192957299,gray
ADAT1,0.78030527,-12.93317436,-12.68510429,,gray
ADAT2,0.390152504,-12.42894591,-11.48772834,,gray
ADCK1,1.238656554,-13.21850063,-13.43252799,,gray
ADCK4,0.268376256,-11.95118158,-10.63581624,0.23929599,gray
ADCY1,1.363317916,-13.86991902,-14.17984039,,gray
ADCY2,2.25814689,-13.10890747,-13.92345198,,gray
ADCY3,1.786453423,-13.62257885,-14.20281117,,gray
ADCY5,1.363317278,-13.98938944,-14.29931034,,gray
ADCY6,0.236317728,-13.9127782,-12.47020012,,gray
ADD1,0.950085196,-8.37905103,-8.327847412,0.824228881,gray
ADD2,2.125060731,-8.870599544,-9.624399925,0.008097986,red
ADD3,0.61042651,-9.458594222,-8.964996853,0.158993741,gray
ADH5,0.715388272,-7.37409462,-7.039164773,0.005610212,green
ADI1,0.571883941,-8.567816347,-8.008997138,0.053430518,gray
ADK,0.340314911,-10.67318676,-9.595302875,0.110337438,gray
ADNP,0.322484276,-12.01146803,-10.87976713,0.202338958,gray
ADO,1.560609315,-10.19429437,-10.6393707,0.576070294,gray
ADPGK,1.221918356,-10.08463304,-10.28505508,0.351433388,gray
ADPRHL2,0.766455005,-9.899645722,-9.633666437,0.144499906,gray
ADRBK2,0.757631629,-13.11369181,-12.83613382,,gray
ADRM1,1.212864356,-8.368182707,-8.561167506,0.525951589,gray
ADSL,1.350588682,-8.012162676,-8.312703234,0.032502718,green
ADSS,0.788324695,-7.783003023,-7.545157798,0.025150723,green
ADSSL1,0.393855552,-12.66683939,-11.73506834,,gray
AEBP1,0.619328018,-14.23112158,-13.75200135,,gray
AEBP2,1.238655071,-12.25545562,-12.46948179,,gray
AES,0.429418899,-12.75262087,-11.90729849,,gray
AFAP1,1.966244345,-12.95443667,-13.63056197,,gray
AFAP1L1,1.966245412,-12.92127656,-13.5974024,,gray
AFAP1L2,1.796885723,-12.06569806,-12.65175307,0.477723714,gray
AFF1,3.477641796,-13.01826185,-14.26461627,,gray
AFF2,2.085507689,-13.60318457,-14.3381969,,gray
AFF3,0.858837507,-13.84627228,-13.69409674,,gray
AFF4,0.265794836,-13.50054327,-12.17551271,0.069221949,gray
AFG3L2,1.136630205,-9.327824923,-9.455892847,0.661490549,gray
AGAP1,0.256387183,-12.77995393,-11.41888739,0.062267235,gray
AGAP2,0.491561548,-14.26006014,-13.54989202,,gray
AGAP3,0.622076982,-12.14710922,-11.67241779,0.387129161,gray
AGBL5,0.407910585,-13.96338919,-13.06668191,,gray
AGFG1,0.984552146,-8.991081416,-8.975513001,0.924386382,gray
AGK,1.064526556,-9.191609663,-9.254139815,0.701049428,gray
AGL,0.280384058,-10.67135619,-9.399761214,0.006579423,blue
AGMAT,0.780304093,-12.34715693,-12.09908536,,gray
AGPAT1,0.669085453,-9.833120367,-9.431276873,0.11473923,gray
AGPAT3,1.238658903,-13.08335188,-13.29738114,,gray
AGPAT4,0.067562409,-12.41841947,-9.723715938,0.008881326,blue
AGPAT5,1.720226445,-10.71046558,-11.25292152,0.203631741,gray
AGPAT6,0.429418178,-13.29916602,-12.45384195,,gray
AGPS,1.726369244,-8.514549139,-9.06056964,0.015086569,green
AGRN,0.33534715,-10.03097601,-8.938386996,0.000561855,blue
AGTPBP1,0.70790236,-11.32905619,-10.98360709,0.110992537,gray
AGTRAP,1.368686751,-9.184143221,-9.497994925,0.082950343,gray
AGXT2L1,0.780303711,-13.38928218,-13.14121012,,gray
AHCTF1P1,1.560610018,-14.45697548,-14.90205226,,gray
AHCY,1.447743562,-6.784945605,-7.154951785,0.053170232,gray
AHCYL1,1.12823564,-8.84473771,-8.965392742,0.461892278,gray
AHCYL2,0.228063113,-10.70366539,-9.22553251,0.067977526,gray
AHDC1,0.037239315,-14.32525569,-11.03486547,0.002756305,blue
AHI1,1.238656992,-14.03236144,-14.24638916,,gray
AHNAK,0.188498346,-10.41195338,-8.743287341,0.006121891,blue
AHNAK2,1.125394926,-14.55102153,-14.66915555,,gray
AHRR,0.075862298,-13.75453386,-11.17569841,,gray
AHSA1,1.214931705,-8.022277244,-8.21696511,0.3741431,gray
AIDA,0.776986965,-9.293344191,-9.041012486,0.419735222,gray
AIF1L,1.080660018,-8.962758671,-9.040330653,0.734282167,gray
AIFM1,0.990516991,-8.497642163,-8.488113904,0.949010183,gray
AIFM3,2.518202029,-12.64133438,-13.56487955,,gray
AIM1,6.492388738,-12.74084082,-14.61147135,0.00187541,red
AIM1L,0.49318489,-12.84130781,-12.13443667,,gray
AIMP1,0.835876867,-7.888588581,-7.709314616,0.263408387,gray
AIMP2,1.114896779,-8.73937411,-8.848135936,0.552751183,gray
AIP,0.632670805,-9.339083813,-8.881278766,0.038423381,green
AK1,0.327654225,-9.785444503,-8.669648085,0.000304014,blue
AK2,1.508547951,-7.765903836,-8.177051402,0.058298763,gray
AK3,1.19914515,-8.778932782,-8.96054171,0.457632286,gray
AK3L1,4.232939959,-7.1488441,-8.591740878,0.000886705,red
AK5,1.238657457,-13.27890281,-13.4929309,,gray
AKAP1,2.205263606,-10.38267219,-11.17351924,0.376816938,gray
AKAP10,0.987590888,-12.74320638,-12.73071963,,gray
AKAP11,0.983122706,-13.66745538,-13.65043404,,gray
AKAP12,0.632035844,-8.776815412,-8.31800624,0.224372041,gray
AKAP13,1.092847475,-10.02534588,-10.11413253,0.862877274,gray
AKAP2,0.106406144,-11.88488289,-9.644390926,0.159998547,gray
AKAP3,1.238658753,-13.46333346,-13.67736261,,gray
AKAP6,1.966245412,-14.23241706,-14.90854291,,gray
AKAP7,2.477316857,-12.10467829,-13.01185435,,gray
AKAP8,0.815821643,-11.50166111,-11.29810158,0.777982243,gray
AKAP8L,0.404268567,-10.59960884,-9.693932989,0.020729633,blue
AKAP9,0.476998013,-13.61674487,-12.87650191,0.438982166,gray
AKD1,0.492219307,-14.06707224,-13.35824132,,gray
AKIRIN2,0.780304481,-12.25883003,-12.01075895,,gray
AKNA,0.619329387,-14.4483744,-13.96925638,,gray
AKR1A1,0.791227249,-7.649163974,-7.414993915,0.126360491,gray
AKR1B1,0.855673507,-7.191033019,-7.035166627,0.078105653,gray
AKR1B15,0.984286174,-12.90688908,-12.89105049,,gray
AKR1C2,1.146582343,-12.33841777,-12.47520341,,gray
AKR1C4,1.966244353,-12.26117623,-12.93730153,,gray
AKR1E2,1.623099826,-10.28981122,-10.77414902,0.358971201,gray
AKR7A2,0.530647222,-9.343879677,-8.710221832,0.00435196,green
AKT1,0.211246145,-12.94913104,-11.39439978,0.003676852,blue
AKT2,2.450660107,-11.79052442,-12.68688184,0.265879186,gray
ALAD,0.057340924,-12.82894373,-9.970203025,0.001641824,blue
ALAS1,2.477313984,-12.04701269,-12.9541876,0.118051992,gray
ALB,1.252095131,-5.960579845,-6.185398099,0.235598233,gray
ALCAM,0.206307603,-11.37179833,-9.793411327,0.089874871,gray
ALDH16A1,0.750699307,-9.577432568,-9.29068247,0.246754426,gray
ALDH18A1,1.46278496,-8.122629284,-8.502971409,0.003286425,green
ALDH1A1,0.539321265,-13.39327818,-12.77583433,,gray
ALDH1A2,0.077129301,-13.42664729,-10.86437526,0.002934108,blue
ALDH1B1,0.705421575,-8.228574961,-7.879615285,0.003174742,green
ALDH2,0.584712317,-8.510175022,-7.973539703,0.001335096,green
ALDH3A2,1.352993026,-8.073799086,-8.376118281,0.09123576,gray
ALDH3B1,1.243069737,-12.83608108,-13.05366499,,gray
ALDH4A1,0.464240981,-9.719256652,-8.951905145,0.013571226,blue
ALDH5A1,0.287466849,-13.02084862,-11.77420089,,gray
ALDH6A1,0.227555659,-9.785233715,-8.304873298,0.000185719,blue
ALDH7A1,0.746991416,-7.745385562,-7.453683977,0.008105699,green
ALDH9A1,0.882224797,-8.179033725,-8.053725342,0.189164125,gray
ALDOA,1.002041723,-6.003687972,-6.005727614,0.980908866,gray
ALDOB,0.774463954,-13.07382331,-12.81823915,,gray
ALDOC,1.157482783,-7.177659383,-7.323907016,0.579847362,gray
ALG10,0.270516282,-12.73851611,-11.43109312,0.147354126,gray
ALG11,0.456324763,-11.39160399,-10.60705347,0.029054686,blue
ALG12,1.958505782,-11.67526305,-12.34744487,0.494947028,gray
ALG13,1.94270382,-11.64812129,-12.31220201,0.333073817,gray
ALG1L,1.685335799,-11.47857185,-12.00053668,,gray
ALG2,1.020971231,-10.00692377,-10.02767813,0.920100387,gray
ALG5,2.0449769,-11.53186051,-12.247247,,gray
ALG6,0.245780551,-12.81186711,-11.4085509,0.120419146,gray
ALG8,1.125394564,-12.8447205,-12.9628542,,gray
ALK,1.658396379,-12.67919984,-13.18505094,,gray
ALKBH3,0.780305009,-12.8326649,-12.5845945,,gray
ALKBH4,0.439409,-11.42642405,-10.60409941,0.421230105,gray
ALKBH5,0.702026451,-12.01314195,-11.65935776,0.608124039,gray
ALKBH6,1.238656992,-12.52911893,-12.74314666,,gray
ALKBH7,0.429418553,-12.11273671,-11.26741353,,gray
ALKBH8,1.238656992,-13.44841332,-13.66244104,,gray
ALMS1,1.350735197,-12.07296371,-12.37361274,0.682109253,gray
ALOXE3,1.238656276,-13.71066305,-13.92469019,,gray
ALPK3,7.431932502,-12.70715115,-14.71293707,0.000172256,red
ALPL,0.47909302,-9.777804738,-9.041944234,0.039087876,blue
ALPPL2,0.774480547,-13.23335818,-12.97779544,,gray
ALS2,0.954829864,-12.41438309,-12.36816099,0.860099918,gray
ALS2CR11,0.780304535,-14.68326487,-14.43519386,,gray
ALS2CR8,1.560609693,-13.14912096,-13.59419754,,gray
AMBRA1,2.190783488,-11.68364044,-12.46789967,0.448132391,gray
AMDHD2,1.966243855,-12.87040483,-13.54652988,,gray
AMFR,1.195910177,-11.06201557,-11.24092312,0.645535719,gray
AMMECR1,1.786453175,-11.92546337,-12.50569556,,gray
AMMECR1L,1.560610555,-11.85389407,-12.2989712,,gray
AMPD2,0.428920541,-11.39403153,-10.54754793,0.05311484,gray
AMPH,0.337203191,-12.66123237,-11.57416278,,gray
AMT,0.277923326,-11.33621919,-10.05580918,0.31782733,gray
AMZ1,1.133996847,-13.24449848,-13.3702469,,gray
AMZ2P1,0.863582118,-12.11033824,-11.96367195,,gray
ANAPC1,2.017425257,-10.66343257,-11.36525465,0.08236581,gray
ANAPC10,1.238657756,-12.16597923,-12.38000757,,gray
ANAPC11,2.835816336,-10.54813786,-11.59046771,,gray
ANAPC16,1.165621284,-10.41647754,-10.56973178,,gray
ANAPC4,0.727002817,-11.03768828,-10.71886336,0.503586842,gray
ANAPC5,1.68217431,-10.88141076,-11.40149795,0.308583365,gray
ANAPC7,0.941108418,-9.769412283,-9.708715353,0.852493381,gray
ANGEL2,0.596649918,-12.43931747,-11.92289273,,gray
ANGPTL1,0.955962735,-13.14206709,-13.09703075,,gray
ANGPTL2,0.780305009,-13.37718006,-13.12910966,,gray
ANK1,1.062976384,-11.97545024,-12.03652312,0.922020692,gray
ANK2,0.252370278,-11.6485458,-10.27168788,0.078181331,gray
ANK3,1.571489965,-9.865862909,-10.3178871,0.098168316,gray
ANKFY1,0.6357,-10.82139302,-10.36836449,0.03511097,green
ANKHD1,0.94557446,-10.62262188,-10.56665924,0.86019259,gray
ANKIB1,0.619328271,-14.16968682,-13.690567,,gray
ANKLE2,0.95889936,-10.64666443,-10.60469528,0.938919969,gray
ANKMY2,0.09283115,-11.54026831,-9.163295289,0.093750677,gray
ANKRD11,0.362185823,-15.06425445,-14.04865658,,gray
ANKRD13A,0.993854787,-13.05067499,-13.04451082,,gray
ANKRD13C,1.238657439,-13.2390424,-13.45307048,,gray
ANKRD13D,1.560610962,-13.11980216,-13.56487955,,gray
ANKRD17,1.248956231,-10.14776307,-10.37007126,0.426334588,gray
ANKRD18B,1.262481733,-14.14621395,-14.37929336,,gray
ANKRD20A3,0.619328666,-13.88962897,-13.41050978,,gray
ANKRD24,0.619329006,-14.29630709,-13.81718846,,gray
ANKRD26,0.61932814,-14.63023443,-14.1511144,,gray
ANKRD27,1.601163708,-13.64546651,-14.11619719,,gray
ANKRD28,1.802111081,-10.87025676,-11.45921557,0.370802826,gray
ANKRD30A,0.560529467,-14.23567315,-13.65679969,,gray
ANKRD30B,0.6689545,-13.92875348,-13.52671425,,gray
ANKRD31,0.619327336,-14.71197034,-14.23284901,,gray
ANKRD34C,0.78030473,-13.4589393,-13.21086855,,gray
ANKRD36,1.560610925,-14.17851085,-14.62358822,,gray
ANKRD40,0.529519452,-11.07133476,-10.43554938,0.680485013,gray
ANKRD43,1.560612874,-12.56057372,-13.00565233,,gray
ANKRD46,0.619328256,-11.56405943,-11.08493958,0.367126966,gray
ANKRD50,0.27492246,-13.96077554,-12.66950936,,gray
ANKRD57,1.998481517,-10.57683841,-11.26922606,0.000954822,green
ANKRD9,1.238655683,-12.704524,-12.91855066,,gray
ANKS1A,0.634703869,-10.98306468,-10.52846794,0.250537356,gray
ANKS3,1.238656992,-12.97390095,-13.18792867,,gray
ANKS6,0.983122706,-13.71641273,-13.69939139,,gray
ANKZF1,0.987284099,-10.12406901,-10.11127157,0.969280971,gray
ANLN,4.199046763,-9.889142371,-11.32399991,0.021787937,red
ANO10,0.651869271,-11.4618254,-11.03391416,0.409635058,gray
ANO5,1.238656992,-13.76235914,-13.97638686,,gray
ANO6,1.722235848,-11.46873899,-12.01236235,0.144562672,gray
ANO8,0.780305009,-14.29306661,-14.04499622,,gray
ANP32A,0.02318486,-12.06175188,-8.297496086,0.0063358,blue
ANP32B,0.275280072,-10.64419514,-9.354228888,0.037409928,blue
ANP32E,0.523797621,-9.553848704,-8.907198816,0.040436629,green
ANPEP,0.281348973,-13.45361737,-12.18545789,0.153237079,gray
ANTXR1,1.786452514,-12.91447298,-13.4947048,,gray
ANXA1,4.50765996,-7.019720505,-8.525498668,0.000230211,red
ANXA11,1.686443736,-8.437439473,-8.960061487,0.118602128,gray
ANXA2,3.245609327,-6.175844886,-7.353147992,0.001503203,red
ANXA2P2,2.340011185,-12.13549261,-12.98564832,,gray
ANXA3,2.530602226,-7.483580029,-8.412037338,0.006599802,red
ANXA4,1.304123836,-9.171453041,-9.436984466,0.097155314,gray
ANXA5,1.292229927,-6.651847422,-6.908216773,0.272493225,gray
ANXA6,1.120584939,-7.438654831,-7.552505647,0.058524921,gray
ANXA7,1.286784807,-8.55411703,-8.80626374,0.12097349,gray
ANXA8L2,0.823564483,-12.96663356,-12.77252013,,gray
AOX1,0.899523828,-13.29250491,-13.18661517,,gray
AP1AR,1.560610018,-12.42500046,-12.87007725,,gray
AP1B1,1.036647011,-9.393616076,-9.429607553,0.498196291,gray
AP1G1,0.829521894,-9.184434689,-8.997528914,0.524835756,gray
AP1G2,1.958649245,-11.35457295,-12.02682802,0.10788279,gray
AP1M1,0.398767633,-9.615682421,-8.696306016,0.005372885,blue
AP1M2,3.918376709,-9.036186629,-10.40186409,0.106474997,gray
AP1S1,1.117849954,-10.68842345,-10.79983061,,gray
AP1S2,1.069538053,-8.993281268,-9.060508097,0.852709396,gray
AP2A1,0.773274477,-8.757867719,-8.500746505,0.032406365,green
AP2A2,0.713927009,-9.523082219,-9.186107669,0.007021739,green
AP2B1,0.960855678,-8.362112231,-8.32218117,0.628842172,gray
AP2M1,0.812360567,-8.578218932,-8.370407942,0.17909573,gray
AP2S1,0.378820159,-9.708365584,-8.737671883,0.146745027,gray
AP3B1,1.146306161,-8.949232952,-9.08577769,0.269864426,gray
AP3B2,0.54537279,-13.87141512,-13.26512942,,gray
AP3D1,0.907347725,-9.459430099,-9.362200576,0.665757679,gray
AP3M1,1.111941097,-8.723046184,-8.829153408,0.656746723,gray
AP3M2,0.801048276,-11.26686433,-11.04503027,0.712596149,gray
AP3S1,1.591828813,-9.678791428,-10.14367498,0.117902424,gray
AP3S2,3.00990143,-10.13451879,-11.23642612,0.221368228,gray
AP4E1,3.453150729,-11.29990815,-12.53919522,0.273708918,gray
AP4S1,1.966246356,-11.22228931,-11.89841563,,gray
APAF1,0.124702611,-13.84387241,-11.76204892,0.022369407,blue
APBA1,0.746335204,-13.90649543,-13.61391498,,gray
APBA2,0.320277243,-13.79541068,-12.65684241,,gray
APBA3,1.560610018,-13.06894426,-13.51402104,,gray
APBB1,0.762976091,-11.33556595,-11.06503737,0.662033452,gray
APBB3,0.578482237,-13.37718006,-12.82983262,,gray
APC,1.560608539,-13.74299412,-14.18806996,,gray
APC2,0.659086635,-14.32138687,-13.90448658,,gray
APEH,1.07809526,-8.434571067,-8.509766903,0.20676189,gray
APEX1,0.915037136,-6.758457481,-6.669666852,0.574667903,gray
API5,0.696712624,-8.594892324,-8.233510067,0.023597023,green
APIP,1.417907688,-10.84584722,-11.19502955,0.324598221,gray
APLP2,0.978544718,-10.22753133,-10.20584253,0.95202326,gray
APOA1,1.857987693,-10.7411097,-11.36060372,0.518383893,gray
APOA1BP,0.654070191,-8.989220576,-8.564679969,0.013708723,green
APOA4,1.786450942,-12.56083106,-13.141062,,gray
APOB,0.619328944,-12.26251692,-11.78339818,0.119005208,gray
APOBEC3C,2.949368118,-10.90422971,-11.98582066,,gray
APOBEC3F,1.238658532,-12.40510338,-12.61913235,,gray
APOBEC3G,0.78030401,-13.1273172,-12.87924552,,gray
APOC3,4.849175024,-8.403979387,-9.982787979,0.168102889,gray
APOE,0.955914001,-7.587398649,-7.542311321,0.725709298,gray
APOL2,0.429418503,-13.05708957,-12.21176626,,gray
APOL3,1.238658358,-12.74774296,-12.96177178,,gray
APOO,1.246778494,-9.495221178,-9.715784198,0.571959122,gray
APOOL,2.835816178,-11.70830882,-12.75063861,,gray
APP,0.917104919,-8.763998283,-8.677464885,0.520138194,gray
APPL1,0.853162734,-9.537215041,-9.37841007,0.38720816,gray
APPL2,0.18109269,-13.68394934,-11.97520306,,gray
APRT,0.984210401,-6.995600417,-6.979684834,0.895660153,gray
APTX,0.780304083,-13.05160594,-12.80353435,,gray
AQP3,1.238656992,-12.25388972,-12.46791745,,gray
AQR,0.508432256,-11.20863643,-10.53221313,0.048618112,green
AR,0.619328686,-14.00104624,-13.52192708,,gray
ARAF,0.323110086,-12.03860057,-10.90883837,0.297778956,gray
